OrderID;Bestelldatum;Lieferdatum;CustomerID;ProductID;SalesRepID;Menge;Einzelpreis;Rabatt;Status;Kanal
O01545;2024-12-18;2024-12-31;K0264;P0025;SR003;1;1666.5;0.05;Abgeschlossen;Online
O01546;2023-05-28;2023-06-01;K0167;P0012;SR005;2;932.74;0.0;In Bearbeitung;Telefon
O01547;10.12.2024;2024-12-16;K0050;P0006;SR018;1;1142.55;0.1;Abgeschlossen;Telefon
O01548;2023-05-16;2023-05-29;K0220;P0075;SR010;1;104.95;0.05;Abgeschlossen;Telefon
O01549;2023-11-18;2023-11-29;K0095;P0065;SR017;1;2704.82;0.05;Storniert;Online
O01550;2024-04-06;2024-04-13;K0149;P0020;SR002;1;136.88;0.0;Abgeschlossen;Online
O01551;2024-11-29;2024-12-02;K0218;P0032;SR008;3;590.57;0.0;Abgeschlossen;Partner
O01552;13.02.2024;2024-02-16;K0091;P0007;SR014;1;1963.54;0.05;Abgeschlossen;Online
O01553;2022-07-26;2022-07-30;K0158;P0027;SR010;1;719.29;0.0;Zurückgestellt;Außendienst
O01554;2023-08-04;2023-08-10;K0131;P0043;SR019;1;38,0;0.0;In Bearbeitung;Telefon
O01555;2024-05-29;2024-06-02;K0136;P0075;SR020;2;109.96;0.05;Abgeschlossen;Telefon
O01556;01/09/2024;2024-01-12;K0321;P0032;SR013;3;595.31;0.1;Abgeschlossen;Außendienst
O01557;2022-05-16;2022-05-21;K0207;P0048;SR012;5;1285.54;0.0;Abgeschlossen;Telefon
O01558;30/06/2023;2023-07-08;K0214;P0039;SR005;1;213.01;0.1;Abgeschlossen;Online
O01559;2023-10-13;2023-10-24;K0139;P0051;SR020;1;863.39;0.05;Storniert;Online
O01560;2022-11-12;2022-11-17;K0283;P0044;SR006;5;2132.51;0.0;Storniert;Online
O01561;2024-05-06;2024-05-10;K0081;P0083;SR016;2;398.21;0.0;Storniert;Online
O01562;2024-04-25;2024-05-08;K0220;P0032;SR005;2;582.68;0.05;Abgeschlossen;Online
O01563;2024-04-30;2024-05-02;K0280;P0085;SR002;1;793.92;0.0;Abgeschlossen;Außendienst
O01564;2022-02-17;2022-02-25;K0046;P0004;SR008;1;206.47;0.0;Abgeschlossen;Außendienst
O01565;2024-09-14;2024-09-23;K0275;P0079;SR017;1;1159.13;0.0;Abgeschlossen;Online
O01566;02.09.2023;2023-09-15;K0147;P0051;SR008;1;841.36;0.0;Abgeschlossen;Telefon
O01567;2024-04-10;2024-04-14;K0360;P0038;SR015;1;86.48;0.0;Storniert;Partner
O01568;22.06.2023;2023-07-01;K0006;P0028;SR020;1;599.9;0.0;Abgeschlossen;Partner
O01569;2024-07-13;;K0046;P0080;SR018;2;513.54;0.0;Abgeschlossen;Online
O01570;2022-08-21;2022-08-28;K0087;P0045;SR004;1;272.74;0.05;Abgeschlossen;Außendienst
O01571;08.05.2024;2024-05-22;K0140;P0028;SR019;3;616.96;0.0;In Bearbeitung;Online
O01572;2022-05-08;2022-05-10;K0354;P0034;SR001;1;310,92;0.0;Abgeschlossen;Telefon
O01573;21.02.2022;2022-02-22;K0145;P0075;SR003;2;112.03;0.15;Abgeschlossen;Telefon
O01574;09.03.2022;2022-03-21;K0214;P0016;SR020;5;317.16;0.0;Abgeschlossen;Partner
O01575;2023-06-19;2023-06-22;K0381;P0043;SR012;1;36.85;0.0;Abgeschlossen;Telefon
O01576;2024-02-22;2024-02-23;K0303;P0013;SR010;3;191.93;0.05;Abgeschlossen;Telefon
O01577;2022-02-03;2022-02-06;K0362;P0013;SR011;1;207.3;0.0;Storniert;Telefon
O01578;2023-09-05;2023-09-11;K0062;P0017;SR016;1;608.25;0.1;Abgeschlossen;Partner
O01579;2024-05-27;2024-05-31;K0252;P0049;SR011;1;843.66;0.0;Storniert;Telefon
O01580;2022-12-13;2022-12-17;K0195;P0016;SR015;1;307.17;0.0;In Bearbeitung;Online
O01581;2023-01-15;2023-01-22;K0211;P0077;SR019;2;446.08;0.0;Zurückgestellt;Online
O01582;2024-01-15;2024-01-20;K0039;P0001;SR008;3;795.09;0.0;Abgeschlossen;Außendienst
O01583;2023-08-02;2023-08-11;K0184;P0055;SR016;5;110.81;0.0;Abgeschlossen;Telefon
O01584;03.04.2024;2024-04-07;K0222;P0058;SR012;3;271.35;0.0;Zurückgestellt;Telefon
O01585;11/01/2024;2024-01-18;K0200;P0052;SR009;1;1004.19;0.0;Abgeschlossen;Online
O01586;2022-01-11;2022-01-25;K0141;P0015;SR009;2;312.78;0.1;Abgeschlossen;Außendienst
O01587;2024-04-23;2024-04-30;K0053;P0001;SR005;1;744,62;0.2;In Bearbeitung;Telefon
O01588;2024-10-24;2024-11-05;K0209;P0022;SR009;1;138.94;0.0;Abgeschlossen;Telefon
O01589;2024-08-22;2024-08-28;K0146;P0002;SR011;2;1512,2;0.05;Abgeschlossen;Online
O01590;2024-07-15;2024-07-25;K0385;P0071;SR011;1;638.93;0.0;Abgeschlossen;Online
O01591;2023-10-15;2023-10-28;K0397;P0041;SR009;5;89.88;0.05;Abgeschlossen;Partner
O01592;29/09/2024;2024-10-08;K0149;P0016;SR012;2;312,83;0.0;Abgeschlossen;Telefon
O01593;2023-11-06;2023-11-10;K0154;P0014;SR014;2;1294.88;0.0;In Bearbeitung;Außendienst
O01594;19/07/2024;2024-07-24;K0148;P0061;SR019;2;398.5;0.0;Abgeschlossen;Außendienst
O01595;2024-10-16;2024-10-25;K0198;P0029;SR013;10;1839.9;0.0;Abgeschlossen;Außendienst
O01596;2023-05-29;2023-06-02;K0339;P0080;SR020;1;514.82;0.0;Abgeschlossen;Online
O01597;2022-02-12;2022-02-21;K0191;P0076;SR015;1;2598,7;0.0;Abgeschlossen;Partner
O01598;2024-11-30;2024-12-10;K0153;P0046;SR008;1;2337.94;0.05;Abgeschlossen;Telefon
O01599;2022-03-30;2022-04-01;K0140;P0048;SR019;1;1218.43;0.15;Abgeschlossen;Telefon
O01600;27.03.2023;;K0030;P0018;SR012;1;228.52;0.0;Abgeschlossen;Telefon
O01601;2023-01-05;2023-01-11;K0155;P0059;SR018;3;336.05;0.05;Abgeschlossen;Online
O01602;2023-07-15;2023-07-17;K0263;P0001;SR004;1;732.33;0.0;Abgeschlossen;Partner
O01603;2023-08-01;2023-08-15;K0174;P0041;SR017;5;91.92;0.1;Abgeschlossen;Online
O01604;13.03.2023;2023-03-17;K0232;P0008;SR007;2;3036.96;0.05;Abgeschlossen;Partner
O01605;2023-04-09;2023-04-10;K0276;P0018;SR018;5;220.75;0.0;Abgeschlossen;Partner
O01606;2023-08-29;2023-09-01;K0081;P0013;SR016;3;190.48;0.0;Abgeschlossen;Partner
O01607;2024-04-11;2024-04-18;K0351;P0031;SR006;1;88,12;0.0;Abgeschlossen;Online
O01608;2022-11-18;;K0111;P0016;SR008;2;327.69;0.0;Abgeschlossen;Online
O01609;2023-05-14;2023-05-18;K0055;P0074;SR009;1;729.01;0.0;Abgeschlossen;Online
O01610;2022-07-23;2022-07-30;K0332;P0044;SR017;3;2053.82;0.05;Abgeschlossen;Telefon
O01611;09.07.2024;2024-07-19;K0308;P0040;SR004;3;262.28;0.0;In Bearbeitung;Online
O01612;2024-02-28;2024-03-10;K0381;P0030;SR002;1;34.96;0.1;Abgeschlossen;Online
O01613;2022-08-31;2022-09-10;K0126;P0057;SR002;3;29.56;0.05;Storniert;Partner
O01614;2023-11-28;2023-11-29;K0220;P0054;SR020;2;287.18;0.1;Abgeschlossen;Online
O01615;2024-09-03;;K0359;P0083;SR011;2;421.66;0.05;Abgeschlossen;Online
O01616;2022-02-19;2022-02-26;K0321;P0071;SR018;1;610.5;0.0;Abgeschlossen;Online
O01617;2022-10-10;2022-10-17;K0300;P0020;SR002;2;139.87;0.0;Abgeschlossen;Partner
O01618;30.01.2023;;K0078;P0078;SR014;5;2030.82;0.1;In Bearbeitung;Online
O01619;2022-05-30;2022-06-03;K0357;P0020;SR007;1;144.37;0.05;Storniert;Online
O01620;2022-07-31;2022-08-08;K0387;P0069;SR013;1;66.14;0.0;Abgeschlossen;Partner
O01621;2022-07-13;2022-07-15;K0269;P0018;SR003;2;218.24;0.0;Abgeschlossen;Außendienst
O01622;2022-05-11;2022-05-24;K0228;P0029;SR013;1;1768.64;0.15;Abgeschlossen;Außendienst
O01623;2024-03-01;2024-03-11;K0188;P0051;SR011;1;858.97;0.0;Abgeschlossen;Online
O01624;2022-02-14;2022-02-19;K0148;P0048;SR004;1;1168.22;0.0;Abgeschlossen;Telefon
O01625;2022-04-22;2022-05-06;K0171;P0015;SR007;1;297.42;0.0;Abgeschlossen;Telefon
O01626;18.03.2023;2023-03-23;K0012;P0079;SR018;1;1074.64;0.0;Abgeschlossen;Telefon
O01627;2023-02-06;2023-02-11;K0003;P0024;SR009;1;879.6;0.05;Storniert;Außendienst
O01628;2022-10-08;2022-10-14;K0177;P0064;SR018;2;682.24;0.0;Abgeschlossen;Online
O01629;2023-05-13;2023-05-17;K0150;P0058;SR009;2;267.46;0.0;Abgeschlossen;Außendienst
O01630;2024-06-30;2024-07-01;K0203;P0063;SR019;1;73.82;0.0;Storniert;Partner
O01631;2022-11-07;2022-11-08;K0058;P0009;SR010;3;3447.85;0.05;Abgeschlossen;Telefon
O01632;24/02/2023;2023-03-09;K0130;P0070;SR009;3;147.5;0.0;Storniert;Telefon
O01633;2022-06-25;2022-07-07;K0310;P0052;SR018;1;952.07;0.05;Abgeschlossen;Online
O01634;08/05/2024;2024-05-13;K0069;P0004;SR011;3;200.92;0.0;Abgeschlossen;Online
O01635;2022-01-02;2022-01-04;K0111;P0048;SR003;1;1215.62;0.0;In Bearbeitung;Telefon
O01636;2023-03-20;2023-03-29;K0031;P0070;SR001;2;148,68;0.05;Abgeschlossen;Telefon
O01637;2024-04-10;2024-04-17;K0124;P0009;SR011;1;3380.08;0.1;Abgeschlossen;Telefon
O01638;27/07/2024;2024-08-02;K0112;P0062;SR015;1;228.05;0.05;Abgeschlossen;Telefon
O01639;2024-07-12;2024-07-21;K0230;P0015;SR018;1;311.77;0.0;Storniert;Außendienst
O01640;09/17/2024;2024-09-29;K0311;P0068;SR008;1;261.44;0.15;Abgeschlossen;Außendienst
O01641;29/02/2024;2024-03-08;K0292;P0074;SR019;2;723.03;0.05;Abgeschlossen;Online
O01642;2024-02-07;2024-02-11;K0015;P0043;SR008;2;36.35;0.0;Abgeschlossen;Außendienst
O01643;2023-08-02;2023-08-05;K0123;P0032;SR006;2;579.48;0.15;In Bearbeitung;Online
O01644;2024-05-26;2024-06-04;K0277;P0035;SR020;3;947.58;0.15;Abgeschlossen;Online
O01645;26.02.2024;2024-03-04;K0237;P0023;SR016;3;35.0;0.0;Abgeschlossen;Außendienst
O01646;2023-09-07;2023-09-14;K0065;P0067;SR013;1;199.37;0.0;Abgeschlossen;Partner
O01647;2024-07-24;2024-08-06;K0242;P0017;SR002;2;609.32;0.0;Abgeschlossen;Telefon
O01648;23.10.2024;2024-10-28;K0387;P0015;SR003;1;305,95;0.05;Storniert;Online
O01649;30/05/2022;2022-05-31;K0227;P0011;SR010;2;168.18;0.0;Abgeschlossen;Telefon
O01650;2024-07-04;2024-07-12;K0179;P0085;SR018;2;792.52;0.05;Abgeschlossen;Online
O01651;2024-06-08;2024-06-14;K0056;P0049;SR015;1;816.32;0.0;Abgeschlossen;Außendienst
O01652;2022-02-02;2022-02-03;K0100;P0037;SR011;1;450.22;0.1;Abgeschlossen;Online
O01653;2023-02-15;2023-02-27;K0187;P0026;SR017;3;91,67;0.1;Abgeschlossen;Telefon
O01654;2023-05-14;;K0355;P0037;SR018;1;465.66;0.05;Abgeschlossen;Partner
O01655;2024-03-23;2024-04-04;K0050;P0006;SR003;1;1058.81;0.0;Abgeschlossen;Online
O01656;2024-07-22;2024-08-05;K0134;P0060;SR013;3;95.74;0.0;Abgeschlossen;Online
O01657;04/05/2024;2024-04-13;K0096;P0014;SR014;3;1234.06;0.2;In Bearbeitung;Partner
O01658;2022-02-16;2022-02-20;K0146;P0031;SR006;10;83.96;0.0;Abgeschlossen;Telefon
O01659;25.06.2023;2023-07-09;K0159;P0051;SR015;5;898.33;0.0;Abgeschlossen;Online
O01660;2022-02-12;2022-02-21;K0377;P0085;SR009;1;745.12;0.05;In Bearbeitung;Online
O01661;2022-10-21;2022-10-29;K0174;P0036;SR007;1;177.64;0.05;Storniert;Außendienst
O01662;2024-02-21;2024-03-02;K0216;P0084;SR007;3;304,56;0.0;Storniert;Online
O01663;2022-05-16;2022-05-25;K0305;P0076;SR006;1;2375.89;0.15;Storniert;Telefon
O01664;2022-05-13;2022-05-19;K0119;P0043;SR015;5;38.97;0.05;Abgeschlossen;Außendienst
O01665;04.05.2024;2024-05-11;K0113;P0082;SR019;3;55.36;0.0;Abgeschlossen;Telefon
O01666;2024-11-30;2024-12-02;K0071;P0082;SR016;10;57.41;0.0;Abgeschlossen;Außendienst
O01667;31.05.2022;2022-06-14;K0002;P0045;SR008;1;282,95;0.05;Storniert;Außendienst
O01668;2023-02-20;2023-03-02;K0314;P0056;SR017;2;166.08;0.0;Abgeschlossen;Online
O01669;2024-04-15;2024-04-27;K0311;P0030;SR018;2;34.88;0.0;In Bearbeitung;Telefon
O01670;2022-09-14;2022-09-25;K0254;P0062;SR017;3;232.22;0.15;Abgeschlossen;Telefon
O01671;2022-11-27;2022-12-05;K0045;P0084;SR018;1;303,24;0.0;Abgeschlossen;Telefon
O01672;24/03/2024;2024-03-26;K0359;P0025;SR016;10;1705.55;0.0;Storniert;Telefon
O01673;2023-08-20;2023-08-30;K0312;P0001;SR020;3;767.0;0.0;Abgeschlossen;Telefon
O01674;2024-02-18;;K0166;P0078;SR020;3;2169,89;0.0;In Bearbeitung;Online
O01675;21.06.2024;2024-06-23;K0364;P0038;SR003;3;88.47;0.05;Abgeschlossen;Online
O01676;10/07/2022;2022-07-19;K0181;P0051;SR015;1;823.44;0.2;Abgeschlossen;Online
O01677;2023-06-21;2023-06-26;K0023;P0001;SR009;2;763.74;0.0;In Bearbeitung;Telefon
O01678;2022-10-17;2022-10-27;K0321;P0030;SR003;1;34.79;0.0;Abgeschlossen;Online
O01679;2022-12-17;2022-12-27;K0019;P0064;SR014;1;679.8;0.05;Abgeschlossen;Online
O01680;02.02.2022;2022-02-09;K0310;P0027;SR003;1;763.94;0.0;Abgeschlossen;Partner
O01681;10/12/2022;2022-10-17;K0198;P0084;SR018;2;309.66;0.0;In Bearbeitung;Telefon
O01682;2023-07-22;2023-07-27;K0168;P0064;SR001;2;675.52;0.15;Abgeschlossen;Partner
O01683;2024-01-12;2024-01-23;K0278;P0064;SR009;5;650.18;0.0;Abgeschlossen;Online
O01684;26/12/2023;2024-01-09;K0275;P0085;SR017;2;788.32;0.0;In Bearbeitung;Telefon
O01685;2022-11-24;2022-12-08;K0181;P0084;SR020;1;311.88;0.0;Abgeschlossen;Online
O01686;10.12.2024;;K0236;P0061;SR013;2;400.81;0.0;In Bearbeitung;Außendienst
O01687;2023-09-08;2023-09-12;K0112;P0085;SR015;2;797.76;0.05;Storniert;Online
O01688;2024-01-10;;K0157;P0041;SR003;1;90.85;0.0;In Bearbeitung;Online
O01689;2022-04-04;2022-04-16;K0389;P0078;SR007;1;2133.66;0.15;In Bearbeitung;Telefon
O01690;2023-05-10;2023-05-19;K0177;P0081;SR003;1;886.67;0.05;Abgeschlossen;Online
O01691;05/12/2023;2023-12-06;K0326;P0001;SR014;10;731.08;0.0;Abgeschlossen;Online
O01692;2024-10-03;2024-10-13;K0396;P0030;SR006;3;32.94;0.1;In Bearbeitung;Online
O01693;08/12/2022;2022-12-15;K0295;P0004;SR014;5;215.62;0.0;Abgeschlossen;Außendienst
O01694;2024-12-08;2024-12-14;K0177;P0015;SR003;2;300.61;0.05;Abgeschlossen;Online
O01695;2023-04-21;2023-04-27;K0221;P0006;SR003;1;1158.24;0.0;In Bearbeitung;Online
O01696;10/05/2022;2022-10-13;K0358;P0005;SR016;3;142.78;0.0;Abgeschlossen;Online
O01697;07.02.2024;2024-02-14;K0045;P0041;SR018;3;95,3;0.1;Abgeschlossen;Online
O01698;2024-11-12;2024-11-25;K0132;P0068;SR001;1;252.12;0.05;Abgeschlossen;Telefon
O01699;20.11.2023;2023-11-22;K0124;P0003;SR006;1;141.47;0.0;In Bearbeitung;Außendienst
O01700;2023-04-12;2023-04-23;K0065;P0054;SR018;5;295.79;0.0;In Bearbeitung;Außendienst
O01701;2022-07-05;2022-07-16;K0020;P0040;SR014;1;262.35;0.05;Abgeschlossen;Online
O01702;2022-08-08;2022-08-12;K0284;P0023;SR008;1;36.96;0.0;Abgeschlossen;Telefon
O01703;08/08/2023;2023-08-19;K0150;P0076;SR004;5;2505.33;0.05;Abgeschlossen;Online
O01704;2024-09-17;2024-09-25;K0044;P0005;SR009;2;141.41;0.0;Abgeschlossen;Online
O01705;2022-05-12;2022-05-20;K0065;P0050;SR013;1;830.91;0.0;Abgeschlossen;Online
O01706;2022-11-17;2022-11-19;K0118;P0080;SR010;1;514.38;0.0;Abgeschlossen;Online
O01707;2022-10-08;2022-10-18;K0059;P0004;SR015;1;198.56;0.05;Abgeschlossen;Telefon
O01708;05.06.2023;2023-06-10;K0192;P0026;SR002;1;95.39;0.0;In Bearbeitung;Online
O01709;13.03.2023;2023-03-25;K0254;P0072;SR002;2;2727,94;0.0;Abgeschlossen;Online
O01710;2022-01-18;2022-01-28;K0333;P0007;SR015;3;1888.17;0.05;Abgeschlossen;Online
O01711;2024-05-18;2024-05-27;K0371;P0019;SR009;1;1751.53;0.1;Abgeschlossen;Telefon
O01712;2023-05-16;2023-05-21;K0161;P0013;SR009;1;196.16;0.0;Abgeschlossen;Telefon
O01713;2023-02-08;2023-02-19;K0121;P0023;SR001;5;36.62;0.0;In Bearbeitung;Telefon
O01714;2024-09-07;2024-09-11;K0122;P0069;SR002;2;64.73;0.0;In Bearbeitung;Telefon
O01715;2022-09-23;2022-09-25;K0022;P0003;SR015;2;152.14;0.2;Storniert;Telefon
O01716;2022-08-02;2022-08-05;K0187;P0004;SR012;1;206.3;0.1;Storniert;Telefon
O01717;2023-06-16;2023-06-22;K0330;P0039;SR015;1;221.04;0.0;Abgeschlossen;Online
O01718;2024-07-02;2024-07-14;K0041;P0031;SR017;1;86.14;0.0;Abgeschlossen;Online
O01719;2024-04-02;2024-04-15;K0206;P0014;SR010;5;1241.08;0.0;Abgeschlossen;Online
O01720;2023-08-10;2023-08-24;K0279;P0068;SR018;1;255.45;0.05;Storniert;Außendienst
O01721;11.03.2024;2024-03-18;K0036;P0039;SR015;1;223.46;0.0;Zurückgestellt;Online
O01722;29/07/2022;2022-08-04;K0050;P0039;SR008;2;210.03;0.0;Abgeschlossen;Telefon
O01723;2024-03-06;2024-03-12;K0246;P0004;SR013;10;206.64;0.0;Abgeschlossen;Online
O01724;2023-07-24;2023-08-02;K0119;P0001;SR005;2;794.04;0.0;In Bearbeitung;Außendienst
O01725;2022-12-10;2022-12-18;K0093;P0019;SR003;1;1702.58;0.0;Abgeschlossen;Online
O01726;2022-06-17;2022-06-26;K0075;P0075;SR003;1;103.8;0.0;Abgeschlossen;Online
O01727;2024-09-10;2024-09-16;K0299;P0052;SR005;2;990.17;0.1;Abgeschlossen;Online
O01728;27.04.2022;2022-05-03;K0298;P0079;SR016;3;1071.07;0.0;Abgeschlossen;Partner
O01729;2024-12-30;2025-01-10;K0183;P0067;SR002;5;202.54;0.0;Abgeschlossen;Telefon
O01730;2023-05-14;2023-05-16;K0362;P0041;SR016;1;89.23;0.05;Zurückgestellt;Online
O01731;07/05/2024;2024-05-17;K0382;P0054;SR002;1;282.65;0.05;Abgeschlossen;Telefon
O01732;2024-03-13;2024-03-22;K0354;P0076;SR001;1;2386.84;0.1;Abgeschlossen;Online
O01733;2022-08-24;2022-08-31;K0179;P0025;SR008;10;1682.91;0.15;In Bearbeitung;Online
O01734;2022-04-03;2022-04-08;K0169;P0035;SR004;3;971.34;0.05;Abgeschlossen;Außendienst
O01735;12/05/2024;2024-05-26;K0258;P0029;SR014;2;1883.92;0.0;In Bearbeitung;Online
O01736;25.10.2022;2022-10-31;K0112;P0078;SR010;5;2001.86;0.1;Abgeschlossen;Telefon
O01737;2024-10-07;2024-10-21;K0035;P0081;SR013;1;960,03;0.1;Zurückgestellt;Außendienst
O01738;2023-04-23;2023-05-03;K0357;P0070;SR017;1;139.12;0.0;In Bearbeitung;Online
O01739;2022-01-18;2022-01-31;K0112;P0007;SR010;2;1936.12;0.05;In Bearbeitung;Telefon
O01740;09.08.2024;2024-08-12;K0339;P0040;SR015;5;259.27;0.2;Abgeschlossen;Partner
O01741;2022-07-10;2022-07-17;K0326;P0025;SR014;1;1801,46;0.0;Abgeschlossen;Online
O01742;2024-09-07;2024-09-18;K0355;P0018;SR003;1;217.81;0.15;Abgeschlossen;Außendienst
O01743;06/05/2022;2022-05-13;K0139;P0013;SR010;1;204.62;0.0;Abgeschlossen;Online
O01744;2022-12-11;2022-12-16;K0159;P0038;SR015;2;93.18;0.0;Zurückgestellt;Online
O01745;2023-09-23;2023-10-01;K0387;P0048;SR003;2;1282.78;0.0;In Bearbeitung;Telefon
O01746;2022-07-31;2022-08-05;K0141;P0002;SR014;1;1540.01;0.05;Storniert;Telefon
O01747;11.07.2022;2022-07-22;K0069;P0039;SR011;1;227,43;0.0;Storniert;Außendienst
O01748;2024-02-25;2024-03-02;K0330;P0026;SR015;1;91.66;0.2;Abgeschlossen;Partner
O01749;2022-12-21;2023-01-03;K0196;P0056;SR019;1;154.24;0.0;Abgeschlossen;Online
O01750;2023-04-18;2023-05-01;K0387;P0025;SR003;1;1762.63;0.1;Abgeschlossen;Online
O01751;2023-01-27;2023-01-31;K0097;P0035;SR020;2;1000.87;0.0;Abgeschlossen;Online
O01752;2024-06-12;2024-06-22;K0378;P0068;SR020;1;263.27;0.1;In Bearbeitung;Online
O01753;11/07/2023;;K0197;P0080;SR008;1;502.78;0.1;Abgeschlossen;Online
O01754;2023-07-12;2023-07-20;K0325;P0067;SR015;3;188.63;0.0;Storniert;Partner
O01755;2024-08-21;2024-08-28;K0166;P0077;SR005;1;416.25;0.0;Abgeschlossen;Online
O01756;2023-03-11;2023-03-16;K0141;P0018;SR019;2;231.53;0.0;Abgeschlossen;Partner
O01757;24/07/2024;2024-07-25;K0313;P0075;SR015;1;109.64;0.1;Abgeschlossen;Partner
O01758;18/06/2022;;K0044;P0034;SR019;3;329.54;0.0;Zurückgestellt;Außendienst
O01759;2024-05-07;2024-05-14;K0201;P0062;SR012;1;235.14;0.0;Abgeschlossen;Partner
O01760;2023-01-06;2023-01-10;K0340;P0038;SR013;1;94,19;0.05;Abgeschlossen;Telefon
O01761;2023-11-18;2023-12-01;K0143;P0042;SR003;3;997.53;0.15;Abgeschlossen;Online
O01762;2022-05-28;2022-06-05;K0136;P0023;SR020;2;34.8;0.0;Abgeschlossen;Online
O01763;2024-10-01;2024-10-08;K0029;P0031;SR015;3;87.15;0.0;Zurückgestellt;Online
O01764;2023-05-16;2023-05-29;K0265;P0083;SR015;3;424.57;0.05;Abgeschlossen;Telefon
O01765;17.10.2022;2022-10-25;K0044;P0003;SR004;1;145.53;0.2;Abgeschlossen;Online
O01766;2024-09-29;2024-10-07;K0258;P0048;SR009;1;1225.86;0.15;Abgeschlossen;Telefon
O01767;15.09.2023;2023-09-26;K0217;P0028;SR014;2;575.73;0.0;Abgeschlossen;Außendienst
O01768;06/02/2023;2023-02-10;K0276;P0010;SR008;2;938.25;0.05;In Bearbeitung;Online
O01769;2024-01-02;2024-01-10;K0229;P0039;SR013;1;222.32;0.15;Abgeschlossen;Partner
O01770;12/10/2024;2024-10-17;K0022;P0066;SR020;10;965.38;0.05;Abgeschlossen;Außendienst
O01771;27.12.2023;2024-01-10;K0365;P0043;SR008;2;39.09;0.15;Storniert;Partner
O01772;2023-07-31;2023-08-01;K0239;P0054;SR017;1;295.96;0.0;Abgeschlossen;Online
O01773;2023-10-12;2023-10-25;K0153;P0012;SR003;1;991,2;0.0;Abgeschlossen;Außendienst
O01774;02/03/2024;2024-02-10;K0143;P0005;SR018;2;140.28;0.0;Abgeschlossen;Online
O01775;2024-01-19;2024-01-23;K0336;P0085;SR016;1;737.22;0.05;Storniert;Telefon
O01776;2023-06-17;;K0344;P0002;SR002;10;1570.33;0.0;In Bearbeitung;Außendienst
O01777;2022-06-11;2022-06-21;K0186;P0054;SR001;2;284.91;0.05;In Bearbeitung;Partner
O01778;2024-07-06;2024-07-19;K0163;P0065;SR006;1;2540.64;0.05;Abgeschlossen;Telefon
O01779;2022-01-01;2022-01-06;K0332;P0053;SR017;2;682.9;0.05;Storniert;Außendienst
O01780;30.09.2022;2022-10-06;K0315;P0003;SR015;10;149.27;0.0;Abgeschlossen;Online
O01781;2023-01-05;2023-01-15;K0355;P0030;SR003;1;35.39;0.1;Abgeschlossen;Außendienst
O01782;2022-05-18;;K0217;P0023;SR009;1;37.35;0.0;Abgeschlossen;Online
O01783;2023-06-03;2023-06-11;K0110;P0071;SR002;2;594.51;0.0;Storniert;Außendienst
O01784;2022-02-04;2022-02-16;K0135;P0037;SR005;1;476.34;0.1;Abgeschlossen;Online
O01785;2023-09-28;2023-10-12;K0383;P0053;SR020;1;661.12;0.0;Abgeschlossen;Online
O01786;2023-02-05;2023-02-10;K0073;P0046;SR014;10;2431.48;0.0;Abgeschlossen;Online
O01787;2022-09-01;2022-09-09;K0276;P0047;SR008;1;287.95;0.1;Abgeschlossen;Telefon
O01788;2023-11-08;2023-11-14;K0039;P0022;SR018;3;141.38;0.0;Abgeschlossen;Außendienst
O01789;2023-09-30;2023-10-09;K0050;P0076;SR008;2;2511.93;0.05;Abgeschlossen;Online
O01790;2023-06-15;2023-06-18;K0133;P0050;SR008;10;836.23;0.15;Abgeschlossen;Telefon
O01791;2022-12-22;2022-12-24;K0124;P0007;SR001;1;2010.17;0.0;Zurückgestellt;Online
O01792;2024-01-13;2024-01-17;K0043;P0043;SR013;10;37.32;0.0;Abgeschlossen;Online
O01793;2024-04-14;2024-04-20;K0046;P0013;SR003;1;205.31;0.0;Abgeschlossen;Außendienst
O01794;03/09/2022;2022-09-16;K0157;P0042;SR013;10;999.62;0.0;Abgeschlossen;Telefon
O01795;2023-09-21;2023-10-02;K0079;P0008;SR019;2;3159.15;0.0;Abgeschlossen;Online
O01796;2022-02-05;2022-02-06;K0329;P0049;SR001;5;848.68;0.05;Abgeschlossen;Online
O01797;2024-05-04;2024-05-18;K0064;P0052;SR008;1;986.09;0.05;Abgeschlossen;Partner
O01798;2022-10-27;2022-10-28;K0196;P0080;SR019;2;510.77;0.1;In Bearbeitung;Außendienst
O01799;10/05/2024;2024-10-08;K0072;P0085;SR011;2;756.65;0.05;Abgeschlossen;Online
O01800;2024-10-07;2024-10-19;K0137;P0072;SR011;3;2642.8;0.15;Abgeschlossen;Online
O01801;2024-11-14;2024-11-27;K0368;P0006;SR013;2;1074.23;0.05;Abgeschlossen;Online
O01802;2023-06-21;2023-06-22;K0015;P0023;SR008;1;35.28;0.0;Abgeschlossen;Außendienst
O01803;2023-06-11;2023-06-25;K0175;P0006;SR001;2;1138,95;0.0;Abgeschlossen;Partner
O01804;2024-06-02;2024-06-15;K0200;P0043;SR014;2;37.97;0.0;Abgeschlossen;Außendienst
O01805;2022-06-01;2022-06-05;K0315;P0080;SR010;10;506.69;0.0;Storniert;Außendienst
O01806;2022-01-19;2022-01-24;K0051;P0025;SR020;2;1764.66;0.0;Storniert;Außendienst
O01807;2022-09-06;2022-09-19;K0009;P0027;SR011;1;779.71;0.05;Zurückgestellt;Online
O01808;2023-09-23;2023-09-25;K0368;P0073;SR013;3;247.88;0.1;In Bearbeitung;Partner
